Age,workclass,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,class
23,2.0,199915,13,4.0,0.0,3.0,4.0,0.0,0,0,35,38.0,0.0
21,2.0,305781,9,4.0,5.0,4.0,4.0,1.0,0,0,45,38.0,0.0
47,2.0,107682,9,0.0,0.0,4.0,4.0,0.0,0,0,48,38.0,0.0
25,2.0,188507,4,4.0,6.0,2.0,4.0,0.0,0,0,40,5.0,0.0
41,0.0,197069,10,3.0,0.0,1.0,2.0,1.0,4650,0,40,38.0,0.0
19,2.0,177839,9,4.0,7.0,3.0,4.0,0.0,0,0,15,38.0,0.0
24,2.0,77665,9,4.0,2.0,1.0,4.0,1.0,0,0,42,38.0,0.0
57,2.0,127728,13,2.0,3.0,0.0,4.0,1.0,15024,0,50,38.0,1.0
32,2.0,106742,9,2.0,13.0,0.0,4.0,1.0,0,0,40,38.0,0.0
28,4.0,192838,11,2.0,2.0,0.0,4.0,1.0,0,0,45,38.0,0.0
40,2.0,79531,13,2.0,3.0,0.0,4.0,1.0,0,0,75,38.0,1.0
21,5.0,337766,10,4.0,9.0,3.0,4.0,1.0,0,0,20,38.0,0.0
45,4.0,33234,13,2.0,11.0,0.0,4.0,1.0,0,0,40,38.0,1.0
55,2.0,176904,6,2.0,13.0,0.0,4.0,1.0,0,0,50,38.0,0.0
42,2.0,172148,10,2.0,0.0,0.0,2.0,1.0,0,0,40,38.0,0.0
49,2.0,199058,9,2.0,0.0,0.0,4.0,1.0,0,0,38,38.0,0.0
38,2.0,48093,9,2.0,5.0,0.0,4.0,1.0,0,0,40,38.0,0.0
50,2.0,143664,13,4.0,3.0,1.0,4.0,1.0,0,0,40,38.0,0.0
47,2.0,168337,9,2.0,6.0,0.0,4.0,1.0,0,0,48,38.0,1.0
39,2.0,230329,13,2.0,11.0,0.0,4.0,1.0,0,0,40,1.0,1.0
42,2.0,376072,9,2.0,13.0,0.0,4.0,1.0,0,0,30,38.0,0.0
32,2.0,430175,9,0.0,2.0,2.0,2.0,0.0,0,0,50,38.0,0.0
44,0.0,240628,12,0.0,3.0,1.0,4.0,0.0,2354,0,40,38.0,0.0
50,3.0,158294,15,2.0,9.0,0.0,4.0,1.0,99999,0,80,38.0,1.0
55,2.0,28735,9,0.0,0.0,4.0,0.0,0.0,0,0,45,38.0,0.0
37,2.0,167482,9,4.0,6.0,3.0,4.0,1.0,0,0,40,38.0,0.0
59,2.0,113203,9,0.0,0.0,1.0,4.0,0.0,0,0,40,38.0,0.0
56,2.0,103948,7,2.0,13.0,0.0,4.0,1.0,0,0,40,38.0,0.0
33,4.0,310525,8,4.0,2.0,1.0,2.0,1.0,0,0,32,38.0,0.0
35,2.0,105138,13,2.0,12.0,0.0,4.0,1.0,0,0,40,38.0,1.0
44,2.0,153489,9,4.0,7.0,4.0,4.0,1.0,0,0,40,38.0,0.0
57,5.0,254949,9,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0,1.0
31,2.0,118149,10,4.0,3.0,1.0,2.0,0.0,0,0,40,38.0,0.0
18,2.0,267965,7,4.0,11.0,1.0,4.0,0.0,0,0,15,38.0,0.0
43,2.0,50646,9,2.0,2.0,0.0,4.0,1.0,0,0,70,38.0,0.0
33,2.0,147700,9,2.0,2.0,0.0,3.0,1.0,0,0,40,38.0,0.0
18,2.0,446771,10,4.0,0.0,3.0,4.0,1.0,0,0,25,38.0,0.0
47,2.0,168262,13,4.0,0.0,3.0,4.0,1.0,0,0,40,38.0,0.0
53,2.0,117058,9,0.0,7.0,4.0,4.0,0.0,0,0,40,38.0,0.0
59,4.0,140957,11,4.0,3.0,1.0,4.0,1.0,0,0,35,38.0,1.0
49,2.0,268234,6,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0,0.0
26,2.0,485117,12,4.0,2.0,1.0,4.0,1.0,0,0,40,38.0,0.0
25,2.0,31350,9,4.0,5.0,1.0,4.0,1.0,0,0,60,8.0,0.0
36,5.0,210830,14,4.0,9.0,3.0,4.0,0.0,0,0,30,38.0,0.0
29,2.0,196420,9,4.0,3.0,1.0,4.0,0.0,0,0,45,38.0,0.0
52,2.0,172165,6,0.0,7.0,2.0,4.0,0.0,0,0,25,38.0,0.0
50,4.0,186565,13,2.0,11.0,0.0,4.0,1.0,0,0,50,38.0,0.0
22,2.0,119359,13,4.0,3.0,3.0,1.0,0.0,0,0,40,38.0,0.0
44,4.0,109684,14,0.0,3.0,4.0,4.0,0.0,0,0,40,38.0,0.0
32,2.0,169589,11,2.0,5.0,0.0,4.0,1.0,0,0,40,38.0,1.0
49,2.0,125421,9,0.0,0.0,4.0,4.0,0.0,0,0,38,38.0,0.0
31,2.0,500002,2,2.0,4.0,0.0,4.0,1.0,0,0,45,25.0,0.0
33,2.0,224141,9,2.0,7.0,0.0,4.0,1.0,0,0,40,38.0,0.0
50,2.0,113290,9,2.0,11.0,5.0,4.0,0.0,0,0,15,38.0,0.0
26,2.0,58098,10,4.0,0.0,1.0,4.0,0.0,0,1974,40,38.0,0.0
55,2.0,198145,13,2.0,9.0,0.0,4.0,1.0,7298,0,40,38.0,1.0
49,0.0,35406,9,6.0,3.0,1.0,4.0,0.0,0,0,20,38.0,0.0
22,2.0,199419,9,2.0,11.0,5.0,4.0,0.0,0,0,40,38.0,0.0
43,2.0,145441,13,2.0,3.0,0.0,4.0,1.0,0,0,38,38.0,1.0
58,2.0,238438,10,2.0,9.0,0.0,4.0,1.0,0,0,42,38.0,0.0
48,5.0,212954,14,2.0,9.0,0.0,4.0,1.0,15024,0,40,38.0,1.0
21,2.0,56582,7,4.0,7.0,3.0,4.0,1.0,0,0,50,38.0,0.0
67,1.0,176931,4,6.0,7.0,1.0,4.0,0.0,0,0,20,38.0,0.0
39,4.0,188571,7,2.0,13.0,0.0,4.0,1.0,0,0,40,38.0,0.0
52,0.0,312500,11,0.0,4.0,1.0,4.0,0.0,0,0,40,38.0,0.0
25,2.0,278404,13,4.0,9.0,1.0,4.0,1.0,0,0,40,38.0,0.0
27,4.0,114225,10,4.0,3.0,1.0,4.0,1.0,0,0,60,38.0,1.0
18,2.0,184016,7,4.0,11.0,3.0,4.0,0.0,0,0,20,38.0,0.0
41,1.0,183009,9,2.0,13.0,0.0,2.0,1.0,0,0,40,38.0,1.0
59,2.0,205759,16,4.0,9.0,1.0,4.0,1.0,0,0,50,38.0,0.0
23,2.0,462294,12,4.0,7.0,3.0,2.0,1.0,0,0,44,38.0,0.0
42,2.0,102085,9,0.0,7.0,3.0,4.0,0.0,0,0,15,38.0,0.0
54,4.0,83311,15,2.0,9.0,0.0,4.0,1.0,0,0,30,38.0,1.0
39,2.0,248694,9,4.0,2.0,1.0,4.0,1.0,0,0,60,38.0,0.0
57,1.0,190747,5,2.0,7.0,0.0,4.0,1.0,0,0,40,38.0,0.0
51,2.0,162988,6,0.0,7.0,4.0,4.0,0.0,0,0,25,38.0,0.0
31,4.0,156890,4,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,0.0
24,2.0,310380,10,3.0,0.0,3.0,2.0,0.0,0,0,45,38.0,0.0
35,2.0,172186,10,4.0,2.0,3.0,4.0,1.0,0,0,40,38.0,0.0
26,2.0,311497,13,4.0,3.0,1.0,4.0,0.0,0,0,40,38.0,0.0
42,3.0,443508,16,2.0,9.0,0.0,4.0,1.0,0,0,45,38.0,1.0
31,2.0,152156,9,2.0,2.0,0.0,4.0,1.0,0,0,45,38.0,0.0
46,2.0,155890,13,2.0,13.0,0.0,4.0,1.0,0,0,40,38.0,1.0
38,5.0,312528,13,2.0,3.0,0.0,4.0,1.0,0,0,37,38.0,0.0
51,2.0,282744,13,2.0,4.0,0.0,4.0,1.0,0,0,40,1.0,0.0
27,2.0,205145,9,2.0,6.0,0.0,4.0,1.0,0,0,40,38.0,0.0
22,2.0,401451,10,2.0,13.0,0.0,4.0,1.0,0,0,48,38.0,1.0
25,2.0,189027,13,4.0,5.0,3.0,4.0,1.0,0,0,40,38.0,0.0
58,4.0,35551,13,2.0,3.0,0.0,4.0,1.0,0,0,70,38.0,1.0
23,2.0,42706,10,4.0,9.0,1.0,4.0,1.0,0,0,45,38.0,0.0
63,2.0,106910,3,6.0,7.0,2.0,1.0,0.0,0,0,19,29.0,0.0
23,2.0,53245,5,5.0,7.0,1.0,4.0,1.0,0,0,40,38.0,0.0
51,2.0,221672,14,2.0,11.0,0.0,4.0,1.0,15024,0,50,38.0,1.0
75,2.0,71898,1,4.0,8.0,1.0,1.0,0.0,0,0,48,29.0,0.0
52,2.0,222107,10,0.0,11.0,4.0,4.0,0.0,0,0,50,38.0,0.0
69,2.0,277588,9,2.0,11.0,0.0,4.0,1.0,0,0,10,38.0,0.0
40,0.0,391744,9,4.0,0.0,4.0,2.0,0.0,0,0,40,38.0,0.0
34,2.0,418020,16,2.0,9.0,0.0,4.0,1.0,0,0,50,38.0,1.0
21,5.0,39236,10,4.0,9.0,1.0,4.0,0.0,0,0,8,38.0,0.0
30,2.0,86808,13,4.0,9.0,2.0,4.0,0.0,0,0,40,38.0,0.0
46,2.0,147640,3,2.0,13.0,0.0,0.0,1.0,0,1902,40,38.0,0.0
21,2.0,184756,10,4.0,0.0,3.0,4.0,0.0,0,0,16,38.0,0.0
44,2.0,191256,9,2.0,6.0,0.0,4.0,1.0,0,0,40,38.0,0.0
51,5.0,105943,9,2.0,0.0,5.0,4.0,0.0,3908,0,40,38.0,0.0
40,2.0,101272,9,0.0,0.0,1.0,4.0,0.0,0,0,32,38.0,0.0
33,5.0,175023,9,2.0,10.0,0.0,4.0,1.0,0,0,37,38.0,0.0
22,4.0,357612,9,2.0,2.0,0.0,4.0,1.0,0,0,60,38.0,0.0
23,2.0,82777,9,2.0,3.0,0.0,4.0,1.0,0,0,30,38.0,0.0
75,4.0,218521,10,3.0,2.0,1.0,4.0,1.0,0,0,30,38.0,0.0
55,2.0,179534,7,6.0,5.0,4.0,4.0,0.0,0,0,40,38.0,0.0
45,2.0,148549,10,0.0,2.0,1.0,4.0,1.0,27828,0,56,38.0,1.0
31,2.0,198069,9,4.0,7.0,3.0,4.0,1.0,0,0,24,38.0,0.0
49,2.0,236586,9,2.0,0.0,0.0,4.0,1.0,0,0,40,38.0,1.0
26,1.0,167261,13,4.0,9.0,1.0,4.0,0.0,0,0,40,38.0,0.0
61,2.0,160942,14,2.0,11.0,0.0,4.0,1.0,3103,0,50,38.0,0.0
44,2.0,107584,14,2.0,0.0,0.0,4.0,1.0,3908,0,50,38.0,0.0
28,1.0,251854,10,4.0,0.0,4.0,2.0,0.0,0,0,40,38.0,0.0
51,2.0,302579,9,0.0,7.0,2.0,2.0,0.0,0,0,30,38.0,0.0
44,3.0,64632,16,2.0,9.0,0.0,4.0,1.0,0,0,60,38.0,0.0
24,2.0,83141,13,4.0,3.0,1.0,4.0,1.0,0,0,40,38.0,0.0
46,3.0,326048,10,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0,1.0
36,2.0,83471,9,6.0,7.0,4.0,1.0,0.0,0,0,20,38.0,0.0
23,2.0,170070,8,4.0,7.0,1.0,4.0,0.0,0,0,38,38.0,0.0
25,2.0,207875,4,2.0,5.0,0.0,4.0,1.0,0,0,40,25.0,0.0
48,2.0,119722,10,2.0,11.0,0.0,2.0,1.0,0,0,8,38.0,0.0
18,2.0,335665,7,4.0,7.0,2.0,2.0,0.0,0,0,24,38.0,0.0
25,2.0,212522,9,4.0,2.0,2.0,4.0,1.0,0,0,40,38.0,0.0
19,2.0,42069,9,4.0,13.0,3.0,4.0,1.0,2176,0,45,38.0,0.0
33,2.0,236396,9,4.0,0.0,3.0,4.0,1.0,0,0,35,38.0,0.0
42,2.0,159911,9,0.0,7.0,4.0,4.0,0.0,0,0,40,38.0,0.0
22,2.0,133833,10,4.0,0.0,3.0,4.0,0.0,0,0,40,38.0,0.0
36,2.0,226947,13,2.0,9.0,0.0,4.0,1.0,0,0,40,38.0,1.0
33,2.0,174201,9,4.0,5.0,3.0,4.0,1.0,0,0,40,38.0,0.0
34,4.0,49707,9,2.0,3.0,0.0,4.0,1.0,0,0,70,38.0,0.0
33,2.0,201988,14,2.0,9.0,0.0,4.0,1.0,0,0,45,38.0,0.0
62,4.0,162347,15,2.0,9.0,0.0,4.0,1.0,0,0,15,38.0,1.0
30,2.0,182833,10,4.0,3.0,3.0,2.0,0.0,0,0,40,38.0,0.0
22,2.0,383603,10,4.0,0.0,3.0,4.0,0.0,0,0,40,38.0,0.0
34,2.0,70466,11,0.0,2.0,1.0,4.0,1.0,0,0,40,38.0,0.0
43,2.0,184846,9,6.0,6.0,4.0,4.0,0.0,0,0,60,38.0,0.0
25,2.0,176756,13,4.0,2.0,3.0,4.0,1.0,0,0,40,38.0,0.0
35,2.0,112512,9,6.0,7.0,3.0,4.0,0.0,0,0,40,38.0,0.0
28,2.0,137296,12,4.0,7.0,1.0,2.0,0.0,0,0,40,38.0,0.0
28,2.0,37821,10,0.0,11.0,4.0,4.0,0.0,0,0,45,38.0,0.0
25,2.0,295108,9,4.0,5.0,4.0,2.0,0.0,0,0,25,38.0,0.0
40,2.0,408717,9,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,1.0
35,2.0,255635,5,2.0,2.0,0.0,3.0,1.0,0,0,40,25.0,0.0
48,4.0,177783,4,4.0,4.0,1.0,4.0,1.0,0,0,50,38.0,0.0
63,4.0,179400,9,2.0,2.0,0.0,4.0,1.0,2290,0,20,38.0,0.0
31,2.0,240283,13,2.0,0.0,5.0,4.0,0.0,0,0,40,38.0,1.0
36,2.0,410034,12,2.0,2.0,0.0,4.0,1.0,0,0,45,38.0,0.0
39,2.0,180667,10,2.0,6.0,0.0,4.0,1.0,0,0,40,38.0,0.0
24,2.0,196332,9,4.0,7.0,3.0,2.0,0.0,0,0,40,38.0,0.0
32,1.0,159187,13,4.0,9.0,1.0,4.0,1.0,0,0,35,38.0,0.0
46,2.0,225065,1,2.0,6.0,5.0,4.0,0.0,0,0,40,25.0,0.0
19,2.0,178147,9,4.0,11.0,3.0,4.0,1.0,0,0,35,38.0,0.0
30,2.0,272669,10,4.0,12.0,1.0,1.0,1.0,0,0,40,38.0,0.0
35,2.0,347491,11,4.0,2.0,1.0,4.0,1.0,0,0,40,38.0,0.0
33,2.0,75167,9,2.0,13.0,0.0,4.0,1.0,0,0,55,38.0,0.0
25,2.0,133373,9,5.0,2.0,1.0,4.0,1.0,0,0,40,38.0,0.0
64,1.0,84737,9,2.0,7.0,0.0,1.0,1.0,0,0,35,38.0,1.0
18,2.0,96483,9,4.0,7.0,3.0,1.0,0.0,0,0,20,38.0,0.0
59,2.0,368005,7,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,0.0
45,5.0,36032,9,0.0,10.0,4.0,2.0,0.0,0,0,40,38.0,0.0
30,2.0,174215,16,4.0,9.0,1.0,4.0,0.0,0,0,15,38.0,0.0
24,2.0,228772,3,4.0,6.0,2.0,4.0,0.0,0,0,40,25.0,0.0
22,2.0,242912,9,4.0,7.0,4.0,4.0,0.0,0,0,35,38.0,0.0
49,3.0,86701,10,2.0,2.0,0.0,1.0,1.0,0,0,56,38.0,1.0
35,2.0,166549,8,2.0,6.0,0.0,4.0,1.0,0,0,40,38.0,0.0
48,1.0,121622,14,4.0,9.0,4.0,4.0,0.0,0,1380,40,38.0,0.0
18,2.0,201613,8,4.0,11.0,3.0,4.0,0.0,0,0,20,38.0,0.0
35,2.0,29874,10,2.0,5.0,0.0,4.0,1.0,0,0,40,38.0,0.0
27,2.0,168138,9,4.0,3.0,3.0,4.0,1.0,0,0,40,38.0,0.0
28,2.0,162404,13,4.0,2.0,1.0,2.0,1.0,0,0,60,38.0,0.0
26,2.0,139116,10,4.0,7.0,3.0,2.0,0.0,0,0,50,38.0,0.0
44,2.0,192381,13,2.0,9.0,0.0,4.0,1.0,0,1848,40,38.0,1.0
39,2.0,370585,9,5.0,6.0,1.0,2.0,1.0,0,0,40,38.0,0.0
40,5.0,151038,13,0.0,2.0,1.0,4.0,1.0,0,0,40,38.0,0.0
70,4.0,36311,13,2.0,9.0,0.0,4.0,1.0,20051,0,35,38.0,1.0
34,2.0,271933,14,4.0,3.0,4.0,4.0,0.0,0,0,50,38.0,0.0
34,2.0,182401,12,0.0,0.0,1.0,2.0,1.0,0,0,40,38.0,0.0
66,2.0,234743,10,2.0,3.0,0.0,4.0,1.0,0,0,50,38.0,0.0
40,2.0,182140,9,5.0,13.0,4.0,2.0,1.0,0,0,40,38.0,0.0
61,4.0,215591,9,2.0,3.0,0.0,4.0,1.0,0,1887,40,38.0,1.0
59,4.0,96459,4,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,0.0
47,2.0,188081,9,2.0,6.0,0.0,4.0,1.0,0,0,40,38.0,1.0
33,5.0,121245,13,2.0,9.0,0.0,4.0,1.0,0,0,60,38.0,1.0
18,2.0,127273,7,4.0,7.0,2.0,4.0,1.0,0,0,20,38.0,0.0
25,2.0,114345,5,4.0,2.0,4.0,4.0,1.0,914,0,40,38.0,0.0
22,2.0,341227,10,4.0,0.0,1.0,4.0,1.0,0,0,20,38.0,0.0
40,1.0,166893,13,2.0,10.0,0.0,2.0,1.0,0,0,40,38.0,1.0
30,2.0,145231,12,0.0,0.0,3.0,4.0,0.0,0,1762,40,38.0,0.0
73,4.0,102510,4,2.0,4.0,0.0,4.0,1.0,6418,0,99,38.0,1.0
45,4.0,285335,4,2.0,2.0,0.0,4.0,1.0,0,0,10,38.0,0.0
23,2.0,177087,7,4.0,0.0,4.0,2.0,1.0,0,0,35,38.0,0.0
40,2.0,240504,13,2.0,11.0,0.0,4.0,1.0,0,0,45,38.0,1.0
39,2.0,218490,13,2.0,3.0,0.0,4.0,1.0,0,1977,40,38.0,1.0
23,2.0,384651,10,2.0,5.0,0.0,4.0,1.0,0,0,40,38.0,0.0
51,2.0,189551,9,0.0,2.0,3.0,2.0,1.0,0,0,40,38.0,0.0
53,2.0,194791,9,2.0,4.0,0.0,4.0,1.0,0,0,45,38.0,0.0
24,2.0,194630,13,4.0,12.0,1.0,4.0,1.0,0,0,35,38.0,0.0
53,2.0,177647,13,0.0,3.0,4.0,4.0,1.0,0,0,40,38.0,0.0
49,4.0,51620,16,2.0,9.0,0.0,4.0,1.0,0,0,60,38.0,0.0
34,2.0,251421,9,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,0.0
37,4.0,180477,9,2.0,2.0,0.0,4.0,1.0,0,0,47,38.0,0.0
40,5.0,391736,11,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,0.0
23,5.0,170091,10,4.0,9.0,3.0,4.0,0.0,0,0,6,38.0,0.0
36,2.0,175360,14,4.0,0.0,1.0,4.0,1.0,13550,0,50,38.0,1.0
35,2.0,276153,13,4.0,12.0,1.0,1.0,0.0,4650,0,40,38.0,0.0
53,0.0,105788,13,0.0,3.0,4.0,2.0,0.0,0,0,50,38.0,1.0
42,1.0,248476,10,0.0,13.0,1.0,4.0,1.0,0,0,65,38.0,1.0
32,2.0,168443,14,2.0,3.0,5.0,4.0,0.0,0,0,40,38.0,0.0
33,2.0,120201,9,0.0,0.0,3.0,3.0,0.0,0,0,65,38.0,0.0
59,2.0,114678,9,4.0,2.0,1.0,2.0,1.0,0,0,60,38.0,0.0
36,2.0,167440,10,2.0,6.0,0.0,4.0,1.0,0,0,44,38.0,0.0
37,4.0,265266,15,2.0,9.0,0.0,4.0,1.0,0,0,40,4.0,1.0
31,2.0,212235,10,4.0,11.0,1.0,4.0,1.0,0,0,45,38.0,0.0
46,2.0,44671,13,2.0,10.0,0.0,4.0,1.0,0,0,40,38.0,0.0
44,5.0,87282,13,4.0,9.0,1.0,1.0,0.0,0,0,38,38.0,0.0
27,2.0,112754,13,2.0,3.0,0.0,4.0,1.0,0,1485,60,38.0,1.0
29,4.0,322238,9,4.0,4.0,1.0,4.0,1.0,0,0,40,38.0,0.0
39,2.0,65382,10,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0,0.0
62,4.0,115176,9,2.0,4.0,0.0,4.0,1.0,0,0,65,38.0,0.0
42,2.0,409902,9,4.0,3.0,4.0,2.0,0.0,0,0,25,38.0,0.0
60,1.0,204062,14,2.0,9.0,0.0,4.0,1.0,0,0,48,38.0,1.0
35,2.0,283305,13,4.0,3.0,1.0,4.0,0.0,0,0,40,38.0,0.0
39,2.0,435638,10,4.0,6.0,1.0,4.0,1.0,0,0,40,38.0,0.0
34,3.0,114733,12,2.0,0.0,5.0,4.0,0.0,0,0,36,38.0,0.0
22,2.0,162343,10,4.0,0.0,2.0,2.0,1.0,0,0,22,38.0,0.0
44,2.0,79531,11,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,1.0
44,5.0,395078,9,0.0,0.0,1.0,4.0,0.0,0,0,40,38.0,0.0
49,1.0,159641,13,0.0,3.0,4.0,4.0,0.0,0,625,40,38.0,0.0
21,2.0,159567,9,4.0,6.0,1.0,4.0,1.0,0,0,50,38.0,0.0
52,2.0,196894,7,5.0,5.0,4.0,4.0,1.0,0,0,40,38.0,0.0
39,1.0,132879,13,2.0,9.0,0.0,4.0,1.0,0,1887,40,38.0,1.0
23,2.0,190290,13,4.0,9.0,3.0,4.0,1.0,0,0,40,38.0,0.0
54,2.0,102828,9,2.0,2.0,0.0,4.0,1.0,0,0,49,38.0,0.0
31,2.0,128493,9,0.0,7.0,1.0,4.0,0.0,0,0,25,38.0,0.0
30,5.0,290677,14,4.0,0.0,1.0,2.0,0.0,0,0,20,38.0,0.0
21,2.0,283757,10,4.0,11.0,3.0,4.0,1.0,0,0,40,38.0,0.0
38,1.0,169104,13,2.0,10.0,0.0,1.0,1.0,0,0,40,29.0,1.0
51,2.0,171409,10,2.0,13.0,0.0,4.0,1.0,0,0,40,38.0,1.0
34,4.0,319165,16,2.0,9.0,0.0,4.0,1.0,0,0,50,38.0,1.0
22,2.0,203182,13,4.0,3.0,4.0,4.0,0.0,0,0,30,38.0,0.0
26,2.0,215384,13,4.0,3.0,1.0,4.0,1.0,0,1974,55,38.0,0.0
26,2.0,166666,10,4.0,7.0,1.0,4.0,0.0,0,0,35,38.0,0.0
41,2.0,156566,10,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,1.0
35,2.0,140564,13,2.0,11.0,0.0,4.0,1.0,0,0,40,38.0,1.0
27,1.0,322208,10,4.0,13.0,3.0,4.0,1.0,0,0,40,38.0,0.0
65,2.0,420277,10,2.0,10.0,0.0,4.0,1.0,0,0,40,38.0,0.0
31,2.0,123430,7,2.0,4.0,0.0,4.0,1.0,0,0,65,25.0,0.0
45,3.0,151584,15,2.0,9.0,0.0,4.0,1.0,0,0,35,38.0,1.0
37,4.0,348960,12,2.0,13.0,0.0,4.0,1.0,0,0,50,38.0,1.0
47,2.0,168232,9,2.0,13.0,0.0,4.0,1.0,0,1887,45,38.0,1.0
47,3.0,201699,12,2.0,3.0,0.0,4.0,1.0,0,0,50,38.0,1.0
33,2.0,511517,9,2.0,9.0,0.0,4.0,1.0,0,0,40,38.0,0.0
40,2.0,118001,6,2.0,2.0,0.0,2.0,1.0,0,0,40,38.0,0.0
38,2.0,193961,10,2.0,2.0,0.0,1.0,1.0,0,0,40,29.0,1.0
21,2.0,32732,10,4.0,11.0,1.0,4.0,1.0,0,0,40,38.0,0.0
40,2.0,223548,9,2.0,0.0,0.0,4.0,1.0,0,0,40,25.0,0.0
33,2.0,389932,9,0.0,13.0,1.0,2.0,1.0,0,0,55,38.0,0.0
29,2.0,102345,10,4.0,12.0,1.0,4.0,1.0,0,0,52,38.0,0.0
41,2.0,107584,10,5.0,13.0,1.0,4.0,1.0,0,0,35,38.0,0.0
20,5.0,39478,10,4.0,3.0,3.0,4.0,1.0,0,0,54,38.0,0.0
34,4.0,276221,6,2.0,4.0,0.0,4.0,1.0,0,0,40,38.0,0.0
78,3.0,385242,13,2.0,3.0,0.0,4.0,1.0,9386,0,45,38.0,1.0
46,2.0,235646,9,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,1.0
40,2.0,123306,11,2.0,9.0,0.0,4.0,1.0,0,0,40,38.0,1.0
59,2.0,38573,10,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0,1.0
23,2.0,216889,9,4.0,5.0,1.0,4.0,1.0,0,0,40,38.0,0.0
23,2.0,386705,10,4.0,0.0,3.0,4.0,1.0,0,0,24,38.0,0.0
47,4.0,249585,10,2.0,2.0,0.0,4.0,1.0,0,0,30,38.0,0.0
31,1.0,47276,13,2.0,7.0,0.0,4.0,1.0,0,0,38,38.0,1.0
42,4.0,162758,10,2.0,5.0,0.0,4.0,1.0,0,0,56,38.0,1.0
46,1.0,146497,9,0.0,9.0,1.0,4.0,0.0,0,0,40,38.0,0.0
29,2.0,190765,9,0.0,6.0,1.0,4.0,1.0,0,0,44,38.0,0.0
21,2.0,186314,9,2.0,0.0,0.0,4.0,1.0,0,0,40,38.0,0.0
55,2.0,213615,9,2.0,2.0,0.0,4.0,1.0,0,0,40,38.0,1.0
38,2.0,162322,11,4.0,12.0,3.0,4.0,0.0,0,0,40,38.0,0.0
44,5.0,115932,14,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0,0.0
61,4.0,392694,10,0.0,3.0,1.0,4.0,1.0,0,0,50,38.0,1.0
38,5.0,143517,13,4.0,3.0,3.0,4.0,1.0,0,0,40,38.0,0.0
50,3.0,123429,13,2.0,9.0,0.0,4.0,1.0,0,0,45,21.0,1.0
53,2.0,254285,14,2.0,9.0,0.0,4.0,1.0,0,0,40,38.0,1.0
37,2.0,238311,9,2.0,6.0,0.0,2.0,1.0,0,0,36,38.0,1.0
49,2.0,281647,14,2.0,3.0,0.0,4.0,1.0,0,0,45,38.0,1.0
30,2.0,75167,10,2.0,6.0,0.0,4.0,1.0,0,0,40,38.0,1.0
19,2.0,252862,11,4.0,9.0,3.0,4.0,0.0,0,0,40,38.0,0.0
59,4.0,199240,9,0.0,9.0,1.0,4.0,1.0,0,0,20,8.0,0.0
43,2.0,145762,13,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0,0.0
29,1.0,142443,13,2.0,9.0,0.0,4.0,1.0,0,0,60,38.0,0.0
49,2.0,99361,15,2.0,9.0,0.0,4.0,1.0,0,0,45,38.0,0.0
36,2.0,105138,9,0.0,13.0,1.0,4.0,1.0,0,0,50,38.0,0.0
26,2.0,183171,7,4.0,7.0,3.0,2.0,1.0,1055,0,32,38.0,0.0
18,2.0,151866,10,4.0,11.0,1.0,4.0,0.0,0,0,20,38.0,0.0
60,2.0,297261,10,6.0,11.0,1.0,4.0,0.0,0,0,15,38.0,0.0
43,2.0,148998,9,0.0,0.0,4.0,4.0,0.0,0,0,40,38.0,0.0
42,2.0,143046,9,4.0,7.0,3.0,4.0,0.0,0,0,40,38.0,0.0
41,2.0,183850,9,0.0,11.0,1.0,4.0,1.0,0,0,50,38.0,0.0
55,4.0,248841,14,2.0,9.0,0.0,4.0,1.0,0,1977,40,38.0,1.0
31,2.0,198452,13,4.0,0.0,3.0,4.0,0.0,0,0,40,38.0,0.0
20,2.0,161092,10,4.0,5.0,3.0,4.0,1.0,0,0,40,38.0,0.0
37,2.0,112497,14,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0,1.0
51,4.0,155963,10,2.0,2.0,0.0,4.0,1.0,0,0,55,38.0,0.0
28,2.0,147560,10,2.0,11.0,0.0,4.0,1.0,0,1902,55,38.0,1.0
24,2.0,376393,11,4.0,11.0,1.0,4.0,0.0,0,0,40,38.0,0.0
21,5.0,151790,10,4.0,0.0,3.0,4.0,0.0,0,0,30,38.0,0.0
21,2.0,438139,9,4.0,11.0,1.0,4.0,1.0,0,0,50,38.0,0.0
35,2.0,214896,9,0.0,0.0,1.0,4.0,0.0,0,0,45,38.0,0.0
